PsgcCode,DengueYear,DengueWeekNumber,DengueCaseCount,LagYear,LagWeekNumber,LagWeekStartDate,TemperatureMean,TemperatureMax,HumidityMean,HumidityMax,PrecipitationMean,PrecipitationMax,MostCommonWeatherCodeId,MostCommonWeatherDescription,OccurrenceCount,DominantWeatherCategory,IsWetWeek
0931700001,2017,19,0,2017,17,04-24-2017,27.57,27.90,85.29,87.00,3.67,13.40,53,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,20,3,2017,18,05-01-2017,27.54,28.10,85.86,88.00,10.19,26.30,61,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,21,2,2017,19,05-08-2017,27.43,28.20,86.14,89.00,8.30,20.10,55,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,22,2,2017,20,05-15-2017,27.60,27.90,87.00,88.00,6.30,10.50,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,23,2,2017,21,05-22-2017,27.71,28.20,86.43,88.00,3.70,6.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,24,2,2017,22,05-29-2017,27.36,27.80,87.57,90.00,7.91,11.00,63,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2017,25,0,2017,23,06-05-2017,27.46,27.90,85.71,87.00,7.14,25.10,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,26,1,2017,24,06-12-2017,27.09,27.60,86.14,89.00,5.83,13.30,61,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,27,1,2017,25,06-19-2017,26.73,27.30,86.71,88.00,9.00,16.40,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,28,3,2017,26,06-26-2017,26.87,27.20,86.86,89.00,5.17,16.40,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,29,0,2017,27,07-03-2017,26.73,27.40,86.43,90.00,5.74,23.10,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,30,1,2017,28,07-10-2017,26.60,27.10,87.71,89.00,4.61,7.90,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,31,0,2017,29,07-17-2017,26.57,27.10,86.86,89.00,9.84,26.80,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,32,0,2017,30,07-24-2017,27.40,27.90,86.29,89.00,1.96,8.10,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,33,0,2017,31,07-31-2017,27.24,28.00,87.29,89.00,6.81,16.50,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,34,0,2017,32,08-07-2017,26.71,27.00,88.00,89.00,5.99,10.30,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,35,0,2017,33,08-14-2017,26.44,27.20,88.43,91.00,12.81,28.70,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,36,0,2017,34,08-21-2017,26.64,26.90,87.43,90.00,9.09,14.80,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,37,0,2017,35,08-28-2017,27.04,27.30,87.14,89.00,2.70,5.40,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,38,0,2017,36,09-04-2017,27.14,27.60,86.86,88.00,5.73,11.50,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,39,0,2017,37,09-11-2017,27.06,27.60,87.29,90.00,9.41,26.10,61,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,40,0,2017,38,09-18-2017,26.60,27.20,87.57,90.00,14.10,43.50,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,41,0,2017,39,09-25-2017,26.94,27.90,87.29,91.00,6.49,23.30,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,42,0,2017,40,10-02-2017,27.01,27.60,86.43,89.00,3.80,13.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,43,0,2017,41,10-09-2017,27.30,27.90,87.00,91.00,8.93,21.30,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,44,0,2017,42,10-16-2017,27.17,28.10,86.14,89.00,14.94,24.20,63,"Rain, not freezing, continuous",6,Rain,TRUE
0931700001,2017,45,0,2017,43,10-23-2017,26.80,27.30,87.14,90.00,11.33,24.90,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,46,0,2017,44,10-30-2017,26.94,27.30,87.29,91.00,2.81,5.20,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,47,0,2017,45,11-06-2017,26.86,27.20,88.43,90.00,6.50,17.60,61,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,48,0,2017,46,11-13-2017,26.83,27.50,87.29,90.00,8.61,12.50,63,"Rain, not freezing, continuous",6,Rain,TRUE
0931700001,2017,49,0,2017,47,11-20-2017,27.30,27.70,87.71,90.00,2.21,5.40,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2017,50,0,2017,48,11-27-2017,27.40,27.70,86.86,90.00,1.74,5.10,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2017,51,0,2017,49,12-04-2017,27.30,27.60,86.14,89.00,3.27,8.40,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2017,52,0,2017,50,12-11-2017,26.64,27.50,86.00,90.00,18.21,78.40,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,1,0,2017,51,12-18-2017,26.74,27.00,87.71,90.00,7.43,23.50,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,2,0,2017,52,12-25-2017,27.23,27.50,83.86,87.00,2.03,6.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,3,0,2018,1,01-01-2018,26.99,27.40,86.86,89.00,2.26,6.30,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,4,0,2018,2,01-08-2018,26.71,27.20,87.29,90.00,7.54,30.20,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,5,0,2018,3,01-15-2018,26.24,26.80,87.43,90.00,6.37,14.70,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,6,0,2018,4,01-22-2018,26.59,26.80,87.00,89.00,4.60,11.30,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,7,0,2018,5,01-29-2018,26.73,27.10,84.71,88.00,3.93,10.60,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,8,0,2018,6,02-05-2018,26.73,26.90,80.57,87.00,4.97,22.80,3,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,9,0,2018,7,02-12-2018,26.70,27.40,86.00,89.00,8.07,29.70,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,10,0,2018,8,02-19-2018,27.14,27.60,82.29,87.00,2.14,5.50,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,11,0,2018,9,02-26-2018,27.01,27.40,86.29,90.00,2.83,8.50,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,12,0,2018,10,03-05-2018,27.27,27.60,81.57,90.00,0.87,2.50,3,"Drizzle, not freezing, continuous",2,Drizzle,TRUE
0931700001,2018,13,0,2018,11,03-12-2018,27.80,28.10,78.29,81.00,0.89,2.60,53,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700001,2018,14,0,2018,12,03-19-2018,27.10,27.80,82.14,85.00,3.87,15.30,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,15,0,2018,13,03-26-2018,27.06,27.80,78.14,83.00,1.79,4.60,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,16,2,2018,14,04-02-2018,27.23,27.60,81.29,83.00,1.60,3.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,17,0,2018,15,04-09-2018,27.96,28.30,81.86,84.00,2.03,8.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,18,0,2018,16,04-16-2018,27.16,27.50,87.00,90.00,7.90,24.00,61,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2018,19,1,2018,17,04-23-2018,27.31,27.70,86.00,88.00,5.76,12.20,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,20,0,2018,18,04-30-2018,27.30,27.70,85.71,87.00,5.40,12.90,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,21,0,2018,19,05-07-2018,27.47,27.70,85.43,87.00,2.67,7.00,53,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,22,1,2018,20,05-14-2018,27.30,27.60,86.14,88.00,7.01,12.40,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,23,2,2018,21,05-21-2018,27.57,28.40,87.14,90.00,5.67,8.80,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,24,0,2018,22,05-28-2018,26.86,27.40,88.00,91.00,10.91,18.80,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,25,0,2018,23,06-04-2018,27.91,28.20,85.14,87.00,1.43,2.70,53,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2018,26,0,2018,24,06-11-2018,27.56,27.80,84.86,87.00,1.30,2.70,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,27,1,2018,25,06-18-2018,27.20,28.10,85.00,90.00,2.14,8.20,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2018,28,0,2018,26,06-25-2018,26.61,27.00,87.14,89.00,3.80,8.90,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,29,0,2018,27,07-02-2018,26.54,27.30,87.14,89.00,6.29,11.00,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,30,1,2018,28,07-09-2018,26.77,27.50,88.29,91.00,6.77,22.40,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,31,1,2018,29,07-16-2018,27.54,28.30,86.71,91.00,2.36,10.60,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2018,32,1,2018,30,07-23-2018,27.61,27.80,85.57,88.00,1.03,2.50,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2018,33,0,2018,31,07-30-2018,26.47,27.30,88.29,91.00,12.20,31.60,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,34,1,2018,32,08-06-2018,27.16,27.60,86.14,89.00,2.73,5.80,53,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700001,2018,35,0,2018,33,08-13-2018,27.47,27.80,84.86,88.00,1.81,5.00,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,36,0,2018,34,08-20-2018,27.19,27.80,85.29,89.00,2.74,6.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,37,0,2018,35,08-27-2018,27.06,27.30,84.86,87.00,4.31,11.40,61,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,38,0,2018,36,09-03-2018,26.76,27.10,87.00,88.00,5.76,14.60,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,39,0,2018,37,09-10-2018,26.61,27.60,86.71,89.00,10.96,28.00,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,40,1,2018,38,09-17-2018,26.93,27.40,86.43,88.00,8.83,33.30,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,41,0,2018,39,09-24-2018,26.94,27.20,86.00,89.00,3.13,11.00,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,42,1,2018,40,10-01-2018,27.36,27.60,85.00,89.00,1.14,3.80,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2018,43,0,2018,41,10-08-2018,27.23,27.80,87.29,89.00,2.46,6.70,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,44,2,2018,42,10-15-2018,26.73,27.20,87.86,90.00,8.11,16.00,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2018,45,0,2018,43,10-22-2018,26.99,27.30,85.57,89.00,4.79,16.60,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2018,46,0,2018,44,10-29-2018,27.30,27.70,85.86,89.00,2.77,8.20,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,47,0,2018,45,11-05-2018,27.21,27.70,87.14,90.00,6.26,17.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,48,0,2018,46,11-12-2018,26.86,27.60,86.71,91.00,6.36,15.20,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2018,49,0,2018,47,11-19-2018,26.96,27.40,83.29,88.00,1.07,1.80,51,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700001,2018,50,0,2018,48,11-26-2018,27.33,27.60,84.00,87.00,1.19,3.00,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2018,51,0,2018,49,12-03-2018,27.56,27.90,84.86,88.00,1.57,3.20,53,"Drizzle, not freezing, continuous",6,Drizzle,TRUE
0931700001,2018,52,0,2018,50,12-10-2018,27.56,28.10,82.29,85.00,0.69,2.00,51,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700001,2019,1,1,2018,51,12-17-2018,26.90,27.50,85.57,89.00,1.97,4.10,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,2,1,2018,52,12-24-2018,27.03,27.60,84.57,90.00,3.20,17.00,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,3,0,2019,1,12-31-2018,27.23,27.40,81.00,84.00,0.66,1.70,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2019,4,0,2019,2,01-07-2019,27.04,27.40,76.00,80.00,0.39,2.30,3,"Drizzle, not freezing, continuous",2,Drizzle,FALSE
0931700001,2019,5,0,2019,3,01-14-2019,27.24,27.50,74.86,81.00,1.20,7.20,3,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,6,0,2019,4,01-21-2019,27.07,27.70,81.43,89.00,6.39,16.30,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2019,7,0,2019,5,01-28-2019,26.59,27.00,74.86,80.00,0.19,0.80,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2019,8,0,2019,6,02-04-2019,26.86,27.30,81.14,84.00,0.71,2.40,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700001,2019,9,0,2019,7,02-11-2019,26.83,27.30,75.14,81.00,0.81,4.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,10,0,2019,8,02-18-2019,27.10,27.40,76.14,81.00,0.21,0.50,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700001,2019,11,0,2019,9,02-25-2019,26.89,27.50,71.14,78.00,0.67,3.20,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700001,2019,12,0,2019,10,03-04-2019,27.34,28.10,80.00,85.00,2.66,13.50,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2019,13,0,2019,11,03-11-2019,27.47,27.90,72.57,77.00,0.41,1.90,3,"Drizzle, not freezing, continuous",4,Drizzle,FALSE
0931700001,2019,14,0,2019,12,03-18-2019,27.33,28.10,80.29,84.00,4.66,18.30,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,15,2,2019,13,03-25-2019,27.17,27.70,81.71,85.00,2.81,10.00,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2019,16,0,2019,14,04-01-2019,27.46,27.80,79.29,82.00,1.73,3.80,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,17,0,2019,15,04-08-2019,27.84,28.10,82.00,85.00,1.97,5.60,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,18,3,2019,16,04-15-2019,28.07,28.30,79.14,81.00,0.99,1.90,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700001,2019,19,0,2019,17,04-22-2019,28.71,29.20,78.43,82.00,1.87,7.00,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2019,20,1,2019,18,04-29-2019,27.91,28.70,81.29,85.00,2.54,12.90,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2019,21,1,2019,19,05-06-2019,28.96,29.40,77.00,80.00,1.16,2.80,53,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700001,2019,22,1,2019,20,05-13-2019,28.41,28.90,81.00,84.00,2.00,6.40,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,23,1,2019,21,05-20-2019,28.44,29.00,78.71,83.00,1.61,4.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,24,2,2019,22,05-27-2019,28.30,28.70,80.43,83.00,1.66,3.00,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2019,25,1,2019,23,06-03-2019,27.51,28.00,85.00,88.00,6.14,15.00,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,26,1,2019,24,06-10-2019,27.59,28.20,86.43,90.00,5.34,17.90,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,27,2,2019,25,06-17-2019,27.21,28.00,87.71,91.00,4.46,10.00,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2019,28,1,2019,26,06-24-2019,27.33,27.80,87.29,89.00,2.31,5.40,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,29,0,2019,27,07-01-2019,26.86,27.70,86.71,88.00,9.41,32.60,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,30,0,2019,28,07-08-2019,26.11,27.00,88.71,92.00,8.79,20.10,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,31,2,2019,29,07-15-2019,27.03,27.50,86.00,89.00,3.51,7.60,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,32,1,2019,30,07-22-2019,26.47,27.00,88.29,90.00,6.06,12.90,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,33,2,2019,31,07-29-2019,27.06,27.50,85.86,89.00,1.79,4.10,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2019,34,1,2019,32,08-05-2019,27.34,27.60,84.00,86.00,1.64,4.90,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2019,35,2,2019,33,08-12-2019,27.33,27.70,85.43,88.00,2.91,10.20,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2019,36,3,2019,34,08-19-2019,27.24,27.90,84.43,88.00,2.59,9.80,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,37,3,2019,35,08-26-2019,26.57,27.20,87.43,91.00,9.87,21.40,61,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2019,38,0,2019,36,09-02-2019,27.09,27.90,87.43,91.00,1.77,7.30,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,39,1,2019,37,09-09-2019,27.21,27.90,83.86,87.00,8.49,28.30,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,40,1,2019,38,09-16-2019,27.14,27.40,84.29,87.00,0.27,0.90,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700001,2019,41,0,2019,39,09-23-2019,27.07,27.40,87.57,89.00,2.20,7.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,42,0,2019,40,09-30-2019,27.00,27.90,85.29,89.00,2.40,6.00,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2019,43,1,2019,41,10-07-2019,27.10,27.50,86.00,90.00,1.27,4.30,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2019,44,0,2019,42,10-14-2019,27.26,27.90,85.86,89.00,1.79,5.60,51,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2019,45,1,2019,43,10-21-2019,26.97,27.40,87.14,90.00,4.09,11.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,46,1,2019,44,10-28-2019,26.64,27.00,87.71,89.00,6.59,10.60,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,47,0,2019,45,11-04-2019,27.06,27.40,85.86,88.00,4.26,19.60,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,48,0,2019,46,11-11-2019,27.50,27.80,83.57,86.00,4.26,24.80,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2019,49,0,2019,47,11-18-2019,27.41,27.70,85.00,87.00,4.09,17.70,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2019,50,0,2019,48,11-25-2019,27.54,28.40,81.57,87.00,1.33,3.70,51,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700001,2019,51,0,2019,49,12-02-2019,27.63,27.90,82.29,86.00,0.47,1.10,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700001,2019,52,0,2019,50,12-09-2019,27.34,27.80,83.43,87.00,2.60,4.80,53,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,1,0,2019,51,12-16-2019,27.39,27.90,82.43,85.00,3.03,12.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,2,0,2019,52,12-23-2019,27.39,27.60,82.14,84.00,2.00,5.10,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,3,0,2020,1,12-30-2019,28.16,28.70,71.57,76.00,1.07,6.80,3,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,4,0,2020,2,01-06-2020,27.27,28.10,81.86,87.00,2.47,7.10,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,5,0,2020,3,01-13-2020,27.56,28.40,80.86,86.00,1.49,6.20,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,6,0,2020,4,01-20-2020,27.63,27.80,76.57,83.00,0.93,1.50,51,"Drizzle, not freezing, continuous",6,Drizzle,TRUE
0931700001,2020,7,0,2020,5,01-27-2020,27.74,28.20,77.00,83.00,1.36,3.90,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,8,0,2020,6,02-03-2020,27.46,28.10,75.00,88.00,4.10,14.10,3,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,9,0,2020,7,02-10-2020,27.80,28.30,75.43,81.00,0.64,2.00,3,"Drizzle, not freezing, continuous",3,Drizzle,TRUE
0931700001,2020,10,0,2020,8,02-17-2020,28.13,28.40,66.71,74.00,0.41,1.40,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2020,11,0,2020,9,02-24-2020,28.34,28.90,73.86,81.00,1.04,5.20,3,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,12,0,2020,10,03-02-2020,27.67,28.80,80.71,88.00,6.71,19.50,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,13,0,2020,11,03-09-2020,27.43,27.80,81.57,86.00,1.10,4.80,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,14,0,2020,12,03-16-2020,27.60,28.00,78.43,82.00,1.21,2.70,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700001,2020,15,0,2020,13,03-23-2020,27.87,28.30,80.14,83.00,0.87,1.70,51,"Drizzle, not freezing, continuous",6,Drizzle,TRUE
0931700001,2020,16,0,2020,14,03-30-2020,28.03,28.50,79.57,82.00,1.24,2.80,51,"Drizzle, not freezing, continuous",5,Drizzle,TRUE
0931700001,2020,17,0,2020,15,04-06-2020,28.36,28.60,76.29,81.00,0.89,1.50,51,"Drizzle, not freezing, continuous",4,Drizzle,TRUE
0931700001,2020,18,0,2020,16,04-13-2020,28.79,29.90,75.57,81.00,1.14,3.10,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,19,0,2020,17,04-20-2020,28.30,28.60,81.86,84.00,2.77,5.90,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,20,0,2020,18,04-27-2020,28.21,29.00,81.71,87.00,2.66,10.90,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,21,0,2020,19,05-04-2020,28.89,29.60,79.86,83.00,2.11,4.90,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,22,0,2020,20,05-11-2020,28.41,28.80,83.57,85.00,2.70,6.90,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,23,0,2020,21,05-18-2020,28.14,28.80,83.57,87.00,4.20,8.70,61,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,24,0,2020,22,05-25-2020,27.51,27.90,86.00,88.00,3.74,5.80,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,25,0,2020,23,06-01-2020,27.09,27.60,87.57,89.00,8.09,14.10,61,"Rain, not freezing, continuous",5,Rain,TRUE
0931700001,2020,26,0,2020,24,06-08-2020,26.97,28.20,86.86,89.00,7.64,21.30,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,27,0,2020,25,06-15-2020,27.26,27.60,86.86,89.00,4.86,16.20,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,28,0,2020,26,06-22-2020,26.71,27.60,88.00,91.00,9.67,24.40,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,29,0,2020,27,06-29-2020,26.80,27.40,86.29,90.00,6.86,12.90,63,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,30,0,2020,28,07-06-2020,26.70,27.30,87.43,91.00,9.47,40.70,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,31,1,2020,29,07-13-2020,26.97,27.80,87.00,90.00,6.51,25.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,32,0,2020,30,07-20-2020,26.77,27.20,88.14,90.00,8.30,17.20,63,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,33,0,2020,31,07-27-2020,26.73,27.40,87.43,91.00,6.29,9.20,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,34,0,2020,32,08-03-2020,26.99,27.90,87.86,91.00,11.79,28.20,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,35,1,2020,33,08-10-2020,27.39,28.20,84.29,92.00,7.81,50.90,51,"Rain, not freezing, continuous",4,Rain,TRUE
0931700001,2020,36,0,2020,34,08-17-2020,27.00,27.60,86.57,89.00,5.21,11.60,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,37,0,2020,35,08-24-2020,27.27,27.70,86.43,88.00,1.77,9.10,51,"Rain, not freezing, continuous",6,Rain,TRUE
0931700001,2020,38,0,2020,36,08-31-2020,27.46,27.60,85.86,88.00,2.53,7.50,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,39,0,2020,37,09-07-2020,27.21,27.60,86.71,89.00,3.99,8.00,53,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,40,0,2020,38,09-14-2020,26.67,27.80,87.29,91.00,15.46,56.60,51,"Rain, not freezing, continuous",2,Rain,TRUE
0931700001,2020,41,0,2020,39,09-21-2020,27.23,27.70,86.43,89.00,3.51,7.10,55,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,42,0,2020,40,09-28-2020,27.27,27.80,85.29,88.00,2.69,8.80,51,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,43,0,2020,41,10-05-2020,26.94,27.50,87.29,89.00,8.53,17.30,61,"Rain, not freezing, continuous",3,Rain,TRUE
0931700001,2020,44,0,2020,42,10-12-2020,26.73,27.40,87.71,90.00,17.29,24.20,63,"Rain, not freezing, continuous",6,Rain,TRUE
